filename,pitch,roll,x,y,yaw,z
img0.png,0,0,-10.0,-10.0,0,1.5
img1.png,0,0,-9.710144927536232,-10.0,0,1.5
img2.png,0,0,-9.420289855072463,-10.0,0,1.5
img3.png,0,0,-9.130434782608695,-10.0,0,1.5
img4.png,0,0,-8.840579710144928,-10.0,0,1.5
img5.png,0,0,-8.55072463768116,-10.0,0,1.5
img6.png,0,0,-8.26086956521739,-10.0,0,1.5
img7.png,0,0,-7.971014492753623,-10.0,0,1.5
img8.png,0,0,-7.681159420289855,-10.0,0,1.5
img9.png,0,0,-7.391304347826087,-10.0,0,1.5
img10.png,0,0,-7.101449275362318,-10.0,0,1.5
img11.png,0,0,-6.811594202898551,-10.0,0,1.5
img12.png,0,0,-6.521739130434782,-10.0,0,1.5
img13.png,0,0,-6.231884057971014,-10.0,0,1.5
img14.png,0,0,-5.942028985507246,-10.0,0,1.5
img15.png,0,0,-5.6521739130434785,-10.0,0,1.5
img16.png,0,0,-5.36231884057971,-10.0,0,1.5
img17.png,0,0,-5.0724637681159415,-10.0,0,1.5
img18.png,0,0,-4.782608695652174,-10.0,0,1.5
img19.png,0,0,-4.492753623188405,-10.0,0,1.5
img20.png,0,0,-4.202898550724638,-10.0,0,1.5
img21.png,0,0,-3.913043478260869,-10.0,0,1.5
img22.png,0,0,-3.6231884057971016,-10.0,0,1.5
img23.png,0,0,-3.333333333333333,-10.0,0,1.5
img24.png,0,0,-3.0434782608695645,-10.0,0,1.5
img25.png,0,0,-2.753623188405797,-10.0,0,1.5
img26.png,0,0,-2.4637681159420284,-10.0,0,1.5
img27.png,0,0,-2.1739130434782608,-10.0,0,1.5
img28.png,0,0,-1.8840579710144922,-10.0,0,1.5
img29.png,0,0,-1.5942028985507246,-10.0,0,1.5
img30.png,0,0,-1.304347826086957,-10.0,0,1.5
img31.png,0,0,-1.0144927536231876,-10.0,0,1.5
img32.png,0,0,-0.72463768115942,-10.0,0,1.5
img33.png,0,0,-0.43478260869565233,-10.0,0,1.5
img34.png,0,0,-0.14492753623188293,-10.0,0,1.5
img35.png,0,0,0.1449275362318847,-10.0,0,1.5
img36.png,0,0,0.43478260869565233,-10.0,0,1.5
img37.png,0,0,0.72463768115942,-10.0,0,1.5
img38.png,0,0,1.0144927536231894,-10.0,0,1.5
img39.png,0,0,1.304347826086957,-10.0,0,1.5
img40.png,0,0,1.5942028985507246,-10.0,0,1.5
img41.png,0,0,1.884057971014494,-10.0,0,1.5
