filename,pitch,roll,x,y,yaw,z
img0.png,0.0,0.0,-0.28288666595825157,-0.8313639639972892,229.12513934780765,1.5
img1.png,0.0,0.0,-0.36114949125559787,-0.8990972675801996,229.38342234429257,1.5
img2.png,0.0,0.0,-0.4378521353599843,-0.9648778903158691,229.6464863260886,1.5
img3.png,0.0,0.0,-0.5130042465943633,-1.0287322846779507,229.91455552551687,1.5
img4.png,0.0,0.0,-0.5866155144183928,-1.0906867741062782,230.18786986684503,1.5
img5.png,0.0,0.0,-0.6586956694284354,-1.1507675530068655,230.46668638051221,1.5
img6.png,0.0,0.0,-0.729254483357559,-1.2090006867519074,230.75128077289102,1.5
img7.png,0.0,0.0,-0.7983017690755351,-1.2654121116797792,231.0419491718167,1.5
img8.png,0.0,0.0,-0.8658473805888426,-1.3200276350950357,231.3390100711393,1.5
img9.png,0.0,0.0,-0.9319012130406628,-1.3728729352684144,231.6428065011517,1.5
img10.png,0.0,0.0,-0.9964732027108836,-1.4239735614368303,231.95370845587763,1.5
img11.png,0.0,0.0,-1.0595733270160974,-1.4733549338033822,232.2721156131896,1.5
img12.png,0.0,0.0,-1.1212116045096014,-1.5210423435373464,232.598460389481,1.5
img13.png,0.0,0.0,-1.1813980948813982,-1.5670609527741817,232.9332113775526,1.5
img14.png,0.0,0.0,-1.2401428989581944,-1.6114357946155262,233.27687722450824,1.5
img15.png,0.0,0.0,-1.297456158703403,-1.6541917731292002,233.63001101621745,1.5
img16.png,0.0,0.0,-1.3533480572171401,-1.6953536633492012,233.99321524651444,1.5
img17.png,0.0,0.0,-1.4078288187362296,-1.7349461112757119,234.36714746326896,1.5
img18.png,0.0,0.0,-1.460908708634196,-1.7729936338750905,234.75252670019853,1.5
img19.png,0.0,0.0,-1.5125980334212736,-1.8095206190798792,235.15014082355137,1.5
img20.png,0.0,0.0,-1.5629071407443986,-1.8445513257887998,235.56085494726506,1.5
img21.png,0.0,0.0,-1.6118464193872124,-1.8781098838667545,235.98562109997212,1.5
img22.png,0.0,0.0,-1.6594262992700624,-1.9102202941448245,236.42548936351184,1.5
img23.png,0.0,0.0,-1.70565725145,-1.9409064284202746,236.88162074706977,1.5
img24.png,0.0,0.0,-1.7505497881207834,-1.970192029456548,237.3553021155978,1.5
img25.png,0.0,0.0,-1.7941144626128722,-1.998100710983268,237.84796355858464,1.5
img26.png,0.0,0.0,-1.8363618693934352,-2.02465595769624,238.36119866857368,1.5
img27.png,0.0,0.0,-1.8773026440663427,-2.0498811252574485,238.8967883025478,1.5
img28.png,0.0,0.0,-1.9169474633721715,-2.0737994402950597,239.45672852870322,1.5
img29.png,0.0,0.0,-1.9553070451882035,-2.0964340004034194,240.04326362327956,1.5
img30.png,0.0,0.0,-1.9923921485284257,-2.1178077741430545,240.65892518615303,1.5
img31.png,0.0,0.0,-2.0282135735435287,-2.137943601040671,241.30657870142096,1.5
img32.png,0.0,0.0,-2.0627821615209085,-2.156864191589156,241.9894791955765,1.5
img33.png,0.0,0.0,-2.0961087948846693,-2.174592127247581,242.71133806060087,1.5
img34.png,0.0,0.0,-2.1282043971956135,-2.191149860441191,243.47640363776964,1.5
img35.png,0.0,0.0,-2.159079933151256,-2.206559714561417,244.2895588326027,1.5
img36.png,0.0,0.0,-2.18874640858581,-2.2208438839658675,245.15643989302444,1.5
img37.png,0.0,0.0,-2.2172148704701997,-2.234024433978334,246.08358158235797,1.5
img38.png,0.0,0.0,-2.244496406912049,-2.246123300888785,247.07859537687324,1.5
img39.png,0.0,0.0,-2.2706021471556905,-2.257162291953373,248.15038908259163,1.5
img40.png,0.0,0.0,-2.2955432615821594,-2.2671630853944293,249.3094384645476,1.5
img41.png,0.0,0.0,-2.3193309617091957,-2.2761472304004653,250.5681241576421,1.5
img42.png,0.0,0.0,-2.3419765001912487,-2.2841361471261745,251.94115025224482,1.5
img43.png,0.0,0.0,-2.3634911708194664,-2.2911511266924296,253.44606431530352,1.5
img44.png,0.0,0.0,-2.383886308521707,-2.2972133311862852,255.1039016279491,1.5
img45.png,0.0,0.0,-2.4031732893625293,-2.3023437936609725,256.93997770221915,1.5
img46.png,0.0,0.0,-2.4213635305432004,-2.3065634181359087,258.9848496912996,1.5
img47.png,0.0,0.0,-2.43846849040169,-2.309892979596688,261.27545304170206,1.5
img48.png,0.0,0.0,-2.454499668412675,-2.312353123995086,263.8563827929579,1.5
img49.png,0.0,0.0,-2.469468605187536,-2.313964368249058,266.7812072450377,1.5
img50.png,0.0,0.0,-2.483386882474357,-2.314747100242741,270.11353678081076,1.5
img51.png,0.0,0.0,-2.496266123157931,-2.3147215788264535,273.92726224518174,1.5
img52.png,0.0,0.0,-2.5081179912597533,-2.313907933816692,278.3048515641689,1.5
img53.png,0.0,0.0,-2.518954191938023,-2.3123261659961325,283.3318205738397,1.5
img54.png,0.0,0.0,-2.528786471487646,-2.309996147113636,289.0846752078437,1.5
img55.png,0.0,0.0,-2.5376266173402335,-2.3069376198842417,295.6095871348058,1.5
img56.png,0.0,0.0,-2.5454864580641,-2.3031701979891666,302.891687495607,1.5
img57.png,0.0,0.0,-2.5523778633642666,-2.298713366075814,310.8223132201181,1.5
img58.png,0.0,0.0,-2.5583127440824587,-2.2935864797577614,319.1822802018579,1.5
img59.png,0.0,0.0,-2.5633030521971056,-2.287808765614771,327.6626776345032,1.5
img60.png,0.0,0.0,-2.567360780823344,-2.281399321192787,335.92720943604354,1.5
img61.png,0.0,0.0,-2.570497964213013,-2.274377115003928,343.68890017819865,1.5
img62.png,0.0,0.0,-2.572726677754657,-2.2667609865264966,350.7614768713612,1.5
img63.png,0.0,0.0,-2.574059037973529,-2.2585696462049762,357.0672617567015,1.5
img64.png,0.0,0.0,-2.57450720253158,-2.2498216754500318,2.6132427618787943,1.5
img65.png,0.0,0.0,-2.5740833702274735,-2.2405355266385065,7.457519963284938,1.5
img66.png,0.0,0.0,-2.5727997809965735,-2.2307295231134243,11.681079973788073,1.5
img67.png,0.0,0.0,-2.5706687159109483,-2.2204218591839906,15.369451413484597,1.5
img68.png,0.0,0.0,-2.5677024971793747,-2.2096306001255908,18.60291504647894,1.5
img69.png,0.0,0.0,-2.563913488147332,-2.198373682179792,21.452369024024577,1.5
img70.png,0.0,0.0,-2.5593140932970067,-2.186668912554339,23.978364400287006,1.5
img71.png,0.0,0.0,-2.5539167582472837,-2.1745339694231594,26.231679607335565,1.5
img72.png,0.0,0.0,-2.5477339697537618,-2.16198640192636,28.25450639272084,1.5
img73.png,0.0,0.0,-2.540778255708741,-2.149043630170232,30.081773287278487,1.5
img74.png,0.0,0.0,-2.5330621851412234,-2.13572294522724,31.742390582790385,1.5
img75.png,0.0,0.0,-2.5245983682169206,-2.122041509136034,33.260335556977665,1.5
img76.png,0.0,0.0,-2.515399456238245,-2.108016354901444,34.65556183114611,1.5
img77.png,0.0,0.0,-2.505478141644317,-2.0936643864944795,35.94474516471127,1.5
img78.png,0.0,0.0,-2.4948471580109635,-2.0790023788523326,37.14188810813675,1.5
img79.png,0.0,0.0,-2.4835192800507113,-2.064046977878373,38.25880751112223,1.5
img80.png,0.0,0.0,-2.4715073236127942,-2.048814700442152,39.30552686157318,1.5
img81.png,0.0,0.0,-2.4588241456831526,-2.033321934379402,40.29059220821468,1.5
img82.png,0.0,0.0,-2.4454826443844326,-2.017584938492035,41.22132708639531,1.5
img83.png,0.0,0.0,-2.4314957589759816,-2.0016198425481444,42.10403886582828,1.5
img84.png,0.0,0.0,-2.416876469853852,-1.9854426472820037,42.94418640769901,1.5
img85.png,0.0,0.0,-2.401637798550805,-1.9690692243940666,43.74651685588215,1.5
img86.png,0.0,0.0,-2.3857928077363044,-1.952515316550967,44.515177739124695,1.5
img87.png,0.0,0.0,-2.369354601216521,-1.9357965373855217,45.25380925926531,1.5
